15700, 1593.95
15750, 1597.92
15800, 1602.32
15850, 1607.14
15900, 1612.36
15950, 1617.97
16000, 1623.34
16050, 1624.85
16100, 1626.76
16150, 1621.69
16200, 1608.16
16250, 1593.18
16300, 1569.11
16350, 1538.39
16400, 1503.48
16450, 1469.3
16500, 1435.93
16550, 1403.43
16600, 1371.89
16650, 1341.4
16700, 1312.09
16750, 1284.1
16800, 1257.59
16850, 1232.75
16900, 1209.76
16950, 1188.78
17000, 1169.93
17050, 1153.3
17100, 1138.91
17150, 1126.77
17200, 1116.88
17250, 1109.25
17300, 1103.86
17350, 1100.74
17400, 1097.6
17450, 1096.4
17500, 1097.52
17550, 1101
17600, 1106.87
17650, 1115.16
17700, 1125.85
17750, 1138.92
17800, 1154.28
17850, 1171.8
17900, 1190.77
17950, 1211.32
18000, 1233.55
18050, 1257.33
18100, 1282.53
18150, 1309.03
18200, 1336.74
18250, 1365.57
18300, 1395.46
18350, 1426.34
18400, 1458.14
18450, 1490.81
18500, 1524.31
18550, 1558.58
18600, 1593.58
18650, 1629.27
18700, 1665.19
18750, 1687.6
18800, 1703.46
18850, 1716.5
18900, 1723.4
18950, 1721.1
19000, 1712.59
19050, 1704.56
19100, 1694.74
19150, 1678.97
19200, 1657.69
19250, 1627.92
19300, 1596.86
19350, 1566.26
19400, 1536.15
19450, 1506.56
19500, 1477.52
19550, 1449.06
19600, 1421.23
19650, 1388.42
19700, 1356.28
19750, 1325
19800, 1294.63
19850, 1265.24
19900, 1236.88
19950, 1209.6
20000, 1183.48
20050, 1158.57
20100, 1134.98
20150, 1112.78
20200, 1092.11
20250, 1073.09
20300, 1053.69
20350, 1035.61
20400, 1019.86
20450, 1006.76
20500, 996.606
20550, 989.591
20600, 985.811
20650, 985.308
20700, 988.117
20750, 994.268
20800, 1003.28
20850, 1013.96
20900, 1027.56
20950, 1043.75
21000, 1062.26
21050, 1082.82
21100, 1105.22
21150, 1129.29
21200, 1154.86
21250, 1181.82
21300, 1210.05
21350, 1239.45
21400, 1269.93
21450, 1301.43
21500, 1333.88
21550, 1367.21
21600, 1399.82
21650, 1429.39
21700, 1459.68
21750, 1490.68
21800, 1522.34
21850, 1554.63
21900, 1587.52
21950, 1620.99
22000, 1655.01
22050, 1689.55
22100, 1724.6
22150, 1760.13
22200, 1796.13
22250, 1827.89
22300, 1850.41
22350, 1872.07
22400, 1894.17
22450, 1916.73
22500, 1939.73
22550, 1963.18
22600, 1987.08
22650, 2011.43
22700, 2036.22
22750, 2061.47
22800, 2087.16
22850, 2113.3
22900, 2139.89
22950, 2166.92
23000, 2194.41
23050, 2222.35
23100, 2250.75
23150, 2279.6
23200, 2308.91
23250, 2334.62
23300, 2360.27
23350, 2386.5
23400, 2413.33
23450, 2440.8
23500, 2468.98
23550, 2497.93
23600, 2527.77
23650, 2558.61
23700, 2590.6
23750, 2623.83
23800, 2658.35
23850, 2694.08
23900, 2730.91
23950, 2768.67
24000, 2807.23
24050, 2846.45
24100, 2886.23
24150, 2926.49
24200, 2967.19
24250, 3008.27
24300, 3049.69
24350, 3091.43
24400, 3133.46
24450, 3175.77
24500, 3216.44
24550, 3255.29
24600, 3294.43
24650, 3333.85
24700, 3373.53
24750, 3413.47
24800, 3453.66
24850, 3494.09
24900, 3534.75
24950, 3575.63
25000, 3616.73

